DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
7,03-01-2019,1712,1935,1820,Southwest Airlines Co.,1585,N766SW,83,85,62,75,77,LAS,McCarran International Airport,SLC,Salt Lake City International Airport,368,4,17,0,N,0,0,0,6,0,69
7,03-01-2019,2242,54,2355,Southwest Airlines Co.,2533,N385SW,72,75,55,59,62,LAS,McCarran International Airport,SLC,Salt Lake City International Airport,368,4,13,0,N,0,0,0,10,0,49
7,03-01-2019,1949,2110,2035,Southwest Airlines Co.,94,N715SW,81,85,66,35,39,LAS,McCarran International Airport,SMF,Sacramento International Airport,397,5,10,0,N,0,25,0,0,0,10
7,03-01-2019,1409,1539,1520,Southwest Airlines Co.,584,N324SW,90,90,74,19,19,LAS,McCarran International Airport,SMF,Sacramento International Airport,397,6,10,0,N,0,19,0,0,0,0
7,03-01-2019,1821,1946,1855,Southwest Airlines Co.,641,N626SW,85,85,67,51,51,LAS,McCarran International Airport,SMF,Sacramento International Airport,397,6,12,0,N,0,9,0,0,0,42
7,03-01-2019,1917,2014,1925,Southwest Airlines Co.,433,N264LV,57,65,40,49,57,LAS,McCarran International Airport,SNA,John Wayne Airport (Orange County Airport),226,7,10,0,N,0,16,0,0,0,33
7,03-01-2019,1125,1224,1110,Southwest Airlines Co.,1016,N765SW,59,60,45,74,75,LAS,McCarran International Airport,SNA,John Wayne Airport (Orange County Airport),226,5,9,0,N,0,9,0,0,0,65
7,03-01-2019,1143,1641,1600,Southwest Airlines Co.,773,N472WN,178,190,151,41,53,LAS,McCarran International Airport,STL,St. Louis International Airport at Lambert Field,1372,3,24,0,N,0,2,0,0,0,39
7,03-01-2019,1940,29,2355,Southwest Airlines Co.,1583,N600WN,169,180,157,34,45,LAS,McCarran International Airport,STL,St. Louis International Airport at Lambert Field,1372,3,9,0,N,0,22,0,0,0,12
7,03-01-2019,1820,112,35,Southwest Airlines Co.,3403,N737JW,232,250,217,37,55,LAS,McCarran International Airport,TPA,Tampa International Airport,1984,5,10,0,N,0,29,0,0,0,8
7,03-01-2019,1143,1621,1505,Southwest Airlines Co.,574,N314SW,158,150,126,76,68,LAS,McCarran International Airport,TUL,Tulsa International Airport,1076,3,29,0,N,0,0,0,14,0,62
7,03-01-2019,2211,17,2330,Southwest Airlines Co.,486,N264LV,66,75,53,47,56,LAS,McCarran International Airport,TUS,Tucson International Airport,365,4,9,0,N,0,5,0,0,0,42
7,03-01-2019,1821,2032,1940,Southwest Airlines Co.,637,N342SW,71,75,56,52,56,LAS,McCarran International Airport,TUS,Tucson International Airport,365,4,11,0,N,0,24,0,0,0,28
7,03-01-2019,1341,1556,1535,Southwest Airlines Co.,1918,N267WN,75,75,55,21,21,LAS,McCarran International Airport,TUS,Tucson International Airport,365,3,17,0,N,0,8,0,0,0,13
7,03-01-2019,2108,2313,2240,Southwest Airlines Co.,3142,N446WN,65,70,53,33,38,LAS,McCarran International Airport,TUS,Tucson International Airport,365,4,8,0,N,0,8,0,0,0,25
7,03-01-2019,1118,1333,1305,Southwest Airlines Co.,3572,N489WN,75,75,54,28,28,LAS,McCarran International Airport,TUS,Tucson International Airport,365,3,18,0,N,0,0,0,0,0,28
7,03-01-2019,1735,2010,1955,Southwest Airlines Co.,230,N364SW,95,105,81,15,25,LAX,Los Angeles International Airport,ABQ,Albuquerque International Sunport,677,4,10,0,N,0,0,0,4,0,11
7,03-01-2019,2105,2342,2310,Southwest Airlines Co.,361,N690SW,97,105,82,32,40,LAX,Los Angeles International Airport,ABQ,Albuquerque International Sunport,677,6,9,0,N,0,0,0,11,0,21
7,03-01-2019,1632,2207,2125,Southwest Airlines Co.,1107,N708SA,215,225,203,42,52,LAX,Los Angeles International Airport,BNA,Nashville International Airport,1797,4,8,0,N,0,0,0,18,0,24
7,03-01-2019,1327,1902,1840,Southwest Airlines Co.,1324,N249WN,215,225,200,22,32,LAX,Los Angeles International Airport,BNA,Nashville International Airport,1797,4,11,0,N,0,10,0,0,0,12
7,03-01-2019,1925,2201,2025,Southwest Airlines Co.,1671,N684WN,96,110,85,96,110,LAX,Los Angeles International Airport,ELP,El Paso International Airport,714,3,8,0,N,0,5,0,0,0,91
7,03-01-2019,1005,1250,1235,Southwest Airlines Co.,2635,N335SW,105,110,88,15,20,LAX,Los Angeles International Airport,ELP,El Paso International Airport,714,3,14,0,N,0,7,0,0,0,8
7,03-01-2019,1742,2231,2125,Southwest Airlines Co.,528,N496WN,169,180,157,66,77,LAX,Los Angeles International Airport,HOU,William P. Hobby Airport,1390,4,8,0,N,0,11,0,0,0,55
7,03-01-2019,2020,109,35,Southwest Airlines Co.,3394,N667SW,169,180,159,34,45,LAX,Los Angeles International Airport,HOU,William P. Hobby Airport,1390,3,7,0,N,0,6,0,0,0,28
7,03-01-2019,1501,1554,1530,Southwest Airlines Co.,416,N401WN,53,65,41,24,36,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,4,8,0,N,0,18,0,0,0,6
7,03-01-2019,1205,1313,1240,Southwest Airlines Co.,479,N622SW,68,65,47,33,30,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,3,18,0,N,0,16,0,3,0,14
7,03-01-2019,922,1102,1000,Southwest Airlines Co.,574,N314SW,100,65,44,62,27,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,4,52,0,N,0,13,0,35,0,14
7,03-01-2019,1835,1931,1840,Southwest Airlines Co.,1004,N676SW,56,60,42,51,55,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,6,8,0,N,0,0,0,4,0,47
7,03-01-2019,1027,1151,1120,Southwest Airlines Co.,1079,N351SW,84,65,43,31,12,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,22,19,0,N,0,11,0,19,0,1
7,03-01-2019,1910,2026,1950,United Air Lines Inc.,2021,N499WN,76,65,42,36,25,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,25,9,0,N,0,7,0,11,0,18
7,03-01-2019,2237,2335,2245,United Air Lines Inc.,2454,N352SW,58,65,47,50,57,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,3,8,0,N,0,3,0,0,0,47
7,03-01-2019,2025,2120,2055,United Air Lines Inc.,2809,N335SW,55,60,43,25,30,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,4,8,0,N,0,0,0,0,0,25
7,03-01-2019,1423,1519,1440,United Air Lines Inc.,3144,N272WN,56,65,42,39,48,LAX,Los Angeles International Airport,LAS,McCarran International Airport,236,5,9,0,N,0,11,0,0,0,28
7,03-01-2019,1928,22,2345,United Air Lines Inc.,2208,N632SW,174,190,159,37,53,LAX,Los Angeles International Airport,MCI,Kansas City International Airport,1363,6,9,0,N,0,17,0,0,0,20
7,03-01-2019,1713,2242,2215,United Air Lines Inc.,108,N550WN,209,230,192,27,48,LAX,Los Angeles International Airport,MDW,Chicago Midway International Airport,1750,7,10,0,N,0,5,0,0,0,22
7,03-01-2019,1453,2130,2040,United Air Lines Inc.,771,N486WN,277,235,202,50,8,LAX,Los Angeles International Airport,MDW,Chicago Midway International Airport,1750,64,11,0,N,0,0,0,42,0,8
7,03-01-2019,1030,1142,1115,United Air Lines Inc.,184,N473WN,72,75,62,27,30,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,3,7,0,N,0,0,0,0,0,27
7,03-01-2019,2004,2127,2015,United Air Lines Inc.,303,N683SW,83,75,66,72,64,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,13,0,N,0,0,0,13,0,59
7,03-01-2019,923,1114,1015,United Air Lines Inc.,418,N631SW,111,75,63,59,23,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,44,0,N,0,0,0,36,0,23
7,03-01-2019,1419,1534,1515,United Air Lines Inc.,420,N268WN,75,75,65,19,19,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,6,0,N,0,12,0,0,0,7
7,03-01-2019,1522,1638,1615,United Air Lines Inc.,430,N752SW,76,75,65,23,22,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,5,6,0,N,0,7,0,1,0,15
7,03-01-2019,1803,1933,1845,United Air Lines Inc.,440,N720WN,90,75,67,48,33,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,5,18,0,N,0,6,0,15,0,27
7,03-01-2019,2146,2304,2215,United Air Lines Inc.,724,N342SW,78,75,65,49,46,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,9,0,N,0,0,0,3,0,46
7,03-01-2019,2001,2118,2045,United Air Lines Inc.,810,N648SW,77,75,64,33,31,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,9,0,N,0,0,0,2,0,31
7,03-01-2019,1827,1945,1915,United Air Lines Inc.,829,N476WN,78,75,63,30,27,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,11,0,N,0,0,0,3,0,27
7,03-01-2019,1904,2019,1945,United Air Lines Inc.,1026,N224WN,75,75,64,34,34,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,6,5,0,N,0,0,0,0,0,34
7,03-01-2019,1450,1607,1545,United Air Lines Inc.,1032,N489WN,77,75,64,22,20,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,5,8,0,N,0,0,0,2,0,20
7,03-01-2019,1722,1836,1815,United Air Lines Inc.,1061,N422WN,74,75,63,21,22,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,7,0,N,0,4,0,0,0,17
7,03-01-2019,1820,1943,1745,United Air Lines Inc.,1135,N304SW,83,75,71,118,110,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,4,8,0,N,0,0,0,8,3,107
7,03-01-2019,1623,1753,1715,United Air Lines Inc.,1168,N361SW,90,75,70,38,23,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,13,7,0,N,0,0,0,15,0,23
7,03-01-2019,2008,2136,2115,United Air Lines Inc.,1414,N402WN,88,75,67,21,8,LAX,Los Angeles International Airport,OAK,Oakland International Airport,337,5,16,0,N,0,5,0,13,0,3
7,03-01-2019,1811,2016,1940,United Air Lines Inc.,109,N269WN,65,75,52,36,46,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,6,7,0,N,0,5,0,0,0,31
7,03-01-2019,2020,2225,2115,United Air Lines Inc.,386,N718SW,65,70,56,70,75,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,4,5,0,N,0,0,0,0,0,70
7,03-01-2019,2116,2318,2250,United Air Lines Inc.,520,N283WN,62,70,53,28,36,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,3,6,0,N,0,5,0,0,0,23
7,03-01-2019,1556,1804,1655,United Air Lines Inc.,746,N637SW,68,75,52,69,76,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,4,12,0,N,0,69,0,0,0,0
7,03-01-2019,1040,1241,1220,United Air Lines Inc.,1058,N202WN,61,75,50,21,35,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,4,7,0,N,0,15,0,0,0,6
7,03-01-2019,1419,1624,1550,United Air Lines Inc.,2015,N792SW,65,75,53,34,44,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,3,9,0,N,0,11,0,0,0,23
7,03-01-2019,2321,38,2115,United Air Lines Inc.,593,N901WN,77,80,65,203,206,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,6,6,0,N,0,0,0,203,0,0
7,03-01-2019,2008,2139,1930,United Air Lines Inc.,646,N738CB,91,85,70,129,123,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,5,16,0,N,0,0,24,6,0,99
7,03-01-2019,1625,1748,1550,United Air Lines Inc.,656,N738CB,83,80,67,118,115,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,3,13,0,N,0,0,0,5,0,113
7,03-01-2019,1305,1421,1210,United Air Lines Inc.,680,N738CB,76,80,63,131,135,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,5,8,0,N,0,0,0,131,0,0
7,03-01-2019,1558,1709,1405,United Air Lines Inc.,776,N901WN,71,80,60,184,193,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,7,4,0,N,0,184,0,0,0,0
7,03-01-2019,1600,1714,1600,United Air Lines Inc.,173,N331SW,74,65,54,74,65,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,5,15,0,N,0,14,0,9,0,51
7,03-01-2019,1556,1705,1630,United Air Lines Inc.,232,N740SW,69,65,53,35,31,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,3,13,0,N,0,0,0,18,0,17
7,03-01-2019,2056,2203,2105,United Air Lines Inc.,343,N687SW,67,65,56,58,56,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,5,6,0,N,0,21,0,2,0,35
7,03-01-2019,1159,1259,1235,United Air Lines Inc.,769,N608SW,60,65,48,24,29,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,5,7,0,N,0,0,0,9,0,15
7,03-01-2019,2140,2249,2140,United Air Lines Inc.,1113,N731SA,69,65,54,69,65,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,6,9,0,N,0,0,12,4,0,53
7,03-01-2019,1455,1557,1530,United Air Lines Inc.,1609,N676SW,62,65,49,27,30,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,5,8,0,N,0,23,0,0,0,4
7,03-01-2019,1925,2024,1930,United Air Lines Inc.,2359,N385SW,59,65,49,54,60,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,3,7,0,N,0,0,0,6,0,48
7,03-01-2019,1311,1414,1350,United Air Lines Inc.,2820,N647SW,63,70,53,24,31,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,4,6,0,N,0,7,0,0,0,17
7,03-01-2019,1014,1120,1105,United Air Lines Inc.,2969,N642WN,66,65,51,15,14,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,4,11,0,N,0,5,0,1,0,9
7,03-01-2019,1114,1347,1330,United Air Lines Inc.,963,N311SW,93,105,80,17,29,LAX,Los Angeles International Airport,SLC,Salt Lake City International Airport,590,3,10,0,N,0,4,0,0,0,13
7,03-01-2019,2117,2355,2255,United Air Lines Inc.,1485,N605SW,98,105,84,60,67,LAX,Los Angeles International Airport,SLC,Salt Lake City International Airport,590,4,10,0,N,0,0,0,1,0,59
7,03-01-2019,1742,2021,1935,United Air Lines Inc.,2899,N671SW,99,105,82,46,52,LAX,Los Angeles International Airport,SLC,Salt Lake City International Airport,590,4,13,0,N,0,8,0,0,0,38
7,03-01-2019,2013,2121,2025,United Air Lines Inc.,1015,N384SW,68,75,58,56,63,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,3,7,0,N,0,0,0,0,0,56
7,03-01-2019,949,1103,1020,United Air Lines Inc.,1486,N613SW,74,80,61,43,49,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,5,8,0,N,0,40,0,0,0,3
7,03-01-2019,2215,2321,2245,United Air Lines Inc.,2437,N225WN,66,80,58,36,50,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,3,5,0,N,0,1,0,0,0,35
7,03-01-2019,1441,1549,1510,United Air Lines Inc.,2985,N727SW,68,80,56,39,51,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,4,8,0,N,0,8,0,0,0,31
7,03-01-2019,1743,1853,1830,United Air Lines Inc.,3155,N449WN,70,75,59,23,28,LAX,Los Angeles International Airport,SMF,Sacramento International Airport,373,4,7,0,N,0,8,0,0,0,15
7,03-01-2019,2005,2219,2105,United Air Lines Inc.,1044,N306SW,74,75,61,74,75,LAX,Los Angeles International Airport,TUS,Tucson International Airport,451,3,10,0,N,0,0,0,0,0,74
7,03-01-2019,2110,2326,2300,United Air Lines Inc.,3939,N654SW,76,80,61,26,30,LAX,Los Angeles International Airport,TUS,Tucson International Airport,451,5,10,0,N,0,0,0,0,0,26
7,03-01-2019,1825,1921,1850,United Air Lines Inc.,555,N506SW,56,65,47,31,40,LBB,Lubbock Preston Smith International Airport,AUS,Austin-Bergstrom International Airport,341,4,5,0,N,0,4,0,0,0,27
7,03-01-2019,1402,1501,1440,United Air Lines Inc.,35,N520SW,59,60,50,21,22,LBB,Lubbock Preston Smith International Airport,DAL,Dallas Love Field,293,2,7,0,N,0,3,0,0,0,18
7,03-01-2019,1606,1705,1625,United Air Lines Inc.,2382,N404WN,59,60,50,40,41,LBB,Lubbock Preston Smith International Airport,DAL,Dallas Love Field,293,3,6,0,N,0,0,0,0,0,40
7,03-01-2019,1654,2006,1900,United Air Lines Inc.,438,N309SW,132,130,121,66,64,LIT,Bill and Hillary Clinton National Airport (Adams Field),BWI,Baltimore-Washington International Airport,912,3,8,0,N,0,6,0,2,0,58
7,03-01-2019,1752,1854,1810,United Air Lines Inc.,49,N502SW,62,65,49,44,47,LIT,Bill and Hillary Clinton National Airport (Adams Field),DAL,Dallas Love Field,296,4,9,0,N,0,0,0,0,0,44
7,03-01-2019,2029,2127,2055,United Air Lines Inc.,2263,N514SW,58,65,49,32,39,LIT,Bill and Hillary Clinton National Airport (Adams Field),DAL,Dallas Love Field,296,3,6,0,N,0,0,0,0,0,32
7,03-01-2019,1051,1246,1215,United Air Lines Inc.,8,N339SW,115,100,82,31,16,LIT,Bill and Hillary Clinton National Airport (Adams Field),MDW,Chicago Midway International Airport,544,25,8,0,N,0,16,0,15,0,0
7,03-01-2019,1846,1951,1920,United Air Lines Inc.,3168,N513SW,65,65,53,31,31,LIT,Bill and Hillary Clinton National Airport (Adams Field),STL,St. Louis International Airport at Lambert Field,296,4,8,0,N,0,4,0,0,0,27
7,03-01-2019,1615,1623,1135,United Air Lines Inc.,10,N617SW,68,65,56,288,285,MAF,Midland International Airport,ABQ,Albuquerque International Sunport,332,4,8,0,N,0,285,0,3,0,0
7,03-01-2019,1852,1942,1925,United Air Lines Inc.,2374,N379SW,50,55,40,17,22,MAF,Midland International Airport,AUS,Austin-Bergstrom International Airport,294,3,7,0,N,0,0,0,0,0,17
7,03-01-2019,1602,1701,1635,United Air Lines Inc.,43,N503SW,59,60,46,26,27,MAF,Midland International Airport,DAL,Dallas Love Field,319,3,10,0,N,0,0,0,0,0,26
7,03-01-2019,1836,1930,1905,United Air Lines Inc.,53,N527SW,54,60,46,25,31,MAF,Midland International Airport,DAL,Dallas Love Field,319,3,5,0,N,0,0,0,0,0,25
7,03-01-2019,944,1046,1015,United Air Lines Inc.,914,N692SW,62,60,53,31,29,MAF,Midland International Airport,DAL,Dallas Love Field,319,2,7,0,N,0,0,0,2,0,29
7,03-01-2019,1625,1731,1605,United Air Lines Inc.,3828,N333SW,66,75,57,86,95,MAF,Midland International Airport,HOU,William P. Hobby Airport,441,2,7,0,N,0,85,0,0,0,1
7,03-01-2019,1159,1325,1310,United Air Lines Inc.,290,N224WN,86,80,69,15,9,MCI,Kansas City International Airport,BNA,Nashville International Airport,491,5,12,0,N,0,6,0,6,0,3
7,03-01-2019,2130,2300,2235,United Air Lines Inc.,1568,N227WN,90,80,65,25,15,MCI,Kansas City International Airport,BNA,Nashville International Airport,491,11,14,0,N,0,0,0,10,0,15
7,03-01-2019,1404,1726,1710,United Air Lines Inc.,3320,N354SW,142,140,125,16,14,MCI,Kansas City International Airport,BWI,Baltimore-Washington International Airport,967,9,8,0,N,0,10,0,2,0,4
7,03-01-2019,1958,2310,2250,United Air Lines Inc.,3829,N465WN,132,140,118,20,28,MCI,Kansas City International Airport,BWI,Baltimore-Washington International Airport,967,5,9,0,N,0,0,0,0,0,20
7,03-01-2019,937,1102,1040,United Air Lines Inc.,19,N511SW,85,90,71,22,27,MCI,Kansas City International Airport,DAL,Dallas Love Field,461,4,10,0,N,0,2,0,0,0,20
7,03-01-2019,2009,2132,2040,United Air Lines Inc.,59,N628SW,83,90,70,52,59,MCI,Kansas City International Airport,DAL,Dallas Love Field,461,2,11,0,N,0,0,0,0,0,52
7,03-01-2019,1917,1959,1940,United Air Lines Inc.,977,N376SW,102,105,88,19,22,MCI,Kansas City International Airport,DEN,Denver International Airport,533,6,8,0,N,0,3,0,0,0,16
7,03-01-2019,1502,1540,1525,United Air Lines Inc.,1151,N386SW,98,105,83,15,22,MCI,Kansas City International Airport,DEN,Denver International Airport,533,5,10,0,N,0,12,0,0,0,3
7,03-01-2019,1038,1259,1230,United Air Lines Inc.,4,N674AA,81,80,63,29,28,MCI,Kansas City International Airport,IND,Indianapolis International Airport,451,8,10,0,N,0,3,0,1,0,25
7,03-01-2019,1920,2140,2110,United Air Lines Inc.,321,N742SW,80,80,61,30,30,MCI,Kansas City International Airport,IND,Indianapolis International Airport,451,9,10,0,N,0,30,0,0,0,0
